"Step","coin5_cbam_causal - SW_ep_rew_total","coin5_cbam_causal - SW_ep_rew_total__MIN","coin5_cbam_causal - SW_ep_rew_total__MAX"
"4416000","-0.8799998760223389","-0.8799998760223389","-0.8799998760223389"
"4480000","-0.6999998092651367","-0.6999998092651367","-0.6999998092651367"
"4544000","-0.6200001239776611","-0.6200001239776611","-0.6200001239776611"
"4608000","-1.8199994564056396","-1.8199994564056396","-1.8199994564056396"
"4672000","-0.820000171661377","-0.820000171661377","-0.820000171661377"
"4736000","-0.5000002384185791","-0.5000002384185791","-0.5000002384185791"
"4800000","0.06000018119812012","0.06000018119812012","0.06000018119812012"
"4864000","0.2799997329711914","0.2799997329711914","0.2799997329711914"
"4928000","0.5","0.5","0.5"
"4992000","0.45999956130981445","0.45999956130981445","0.45999956130981445"
"5056000","-0.3000004291534424","-0.3000004291534424","-0.3000004291534424"
"5120000","0.3000001907348633","0.3000001907348633","0.3000001907348633"
"5184000","0.7999999523162842","0.7999999523162842","0.7999999523162842"
"5248000","0.11999988555908203","0.11999988555908203","0.11999988555908203"
"5312000","-0.06000041961669922","-0.06000041961669922","-0.06000041961669922"
"5376000","0.6400001049041748","0.6400001049041748","0.6400001049041748"
"5440000","-0.08000063896179199","-0.08000063896179199","-0.08000063896179199"
"5504000","0.2199997901916504","0.2199997901916504","0.2199997901916504"
"5568000","1.1800003051757812","1.1800003051757812","1.1800003051757812"
"5632000","-0.9800000190734863","-0.9800000190734863","-0.9800000190734863"
"5696000","-0.6000003814697266","-0.6000003814697266","-0.6000003814697266"
"5760000","1.0800001621246338","1.0800001621246338","1.0800001621246338"
"5824000","1.7200000286102295","1.7200000286102295","1.7200000286102295"
"5888000","0.7000002861022949","0.7000002861022949","0.7000002861022949"
"5952000","1.059999704360962","1.059999704360962","1.059999704360962"
"6016000","-0.10000038146972656","-0.10000038146972656","-0.10000038146972656"
"6080000","1.5199997425079346","1.5199997425079346","1.5199997425079346"
"6144000","0.03999972343444824","0.03999972343444824","0.03999972343444824"
"6208000","-0.39999938011169434","-0.39999938011169434","-0.39999938011169434"
"6272000","0.16000008583068848","0.16000008583068848","0.16000008583068848"
"6336000","-0.7399997711181641","-0.7399997711181641","-0.7399997711181641"
"6400000","1.059999942779541","1.059999942779541","1.059999942779541"
"6464000","0.8000001907348633","0.8000001907348633","0.8000001907348633"
"6528000","1.3400006294250488","1.3400006294250488","1.3400006294250488"
"6592000","0.10000038146972656","0.10000038146972656","0.10000038146972656"
"6656000","0.23999953269958496","0.23999953269958496","0.23999953269958496"
"6720000","0.9200003147125244","0.9200003147125244","0.9200003147125244"
"6784000","1.119999885559082","1.119999885559082","1.119999885559082"
"6848000","1.6999995708465576","1.6999995708465576","1.6999995708465576"
"6912000","1.8199994564056396","1.8199994564056396","1.8199994564056396"
"6976000","2.84000027179718","2.84000027179718","2.84000027179718"
"7040000","1.1999990940093994","1.1999990940093994","1.1999990940093994"
"7104000","1.8399999141693115","1.8399999141693115","1.8399999141693115"
"7168000","1.8799993991851807","1.8799993991851807","1.8799993991851807"
"7232000","1.700000286102295","1.700000286102295","1.700000286102295"
"7296000","0.880000114440918","0.880000114440918","0.880000114440918"
"7360000","1.8600001335144043","1.8600001335144043","1.8600001335144043"
"7424000","2","2","2"
"7488000","2.1599998474121094","2.1599998474121094","2.1599998474121094"
"7552000","2.2400002479553223","2.2400002479553223","2.2400002479553223"
"7616000","2.06000018119812","2.06000018119812","2.06000018119812"
"7680000","2.200000286102295","2.200000286102295","2.200000286102295"
"7744000","3.039999485015869","3.039999485015869","3.039999485015869"
"7808000","2.819999635219574","2.819999635219574","2.819999635219574"
"7872000","2.1599996089935303","2.1599996089935303","2.1599996089935303"
"7936000","2.720000147819519","2.720000147819519","2.720000147819519"
"8000000","1.4199998378753662","1.4199998378753662","1.4199998378753662"
"8064000","1.2799997329711914","1.2799997329711914","1.2799997329711914"
"8128000","1.359999179840088","1.359999179840088","1.359999179840088"
"8192000","1.9600000381469727","1.9600000381469727","1.9600000381469727"
"8256000","2.579999566078186","2.579999566078186","2.579999566078186"
"8320000","1.5600001811981201","1.5600001811981201","1.5600001811981201"
"8384000","1.3399996757507324","1.3399996757507324","1.3399996757507324"
"8448000","2.959999918937683","2.959999918937683","2.959999918937683"
"8512000","1.8600002527236938","1.8600002527236938","1.8600002527236938"
"8576000","1.3600001335144043","1.3600001335144043","1.3600001335144043"
"8640000","2.579999804496765","2.579999804496765","2.579999804496765"
"8704000","3.160000056028366","3.160000056028366","3.160000056028366"
"8768000","3.479999653995037","3.479999653995037","3.479999653995037"
"8832000","2.6799997985363007","2.6799997985363007","2.6799997985363007"
"8896000","2.140000283718109","2.140000283718109","2.140000283718109"
"8960000","4.619999885559082","4.619999885559082","4.619999885559082"
"9024000","1.5000004768371582","1.5000004768371582","1.5000004768371582"
"9088000","2.3800002336502075","2.3800002336502075","2.3800002336502075"
"9152000","3.900000683963299","3.900000683963299","3.900000683963299"
"9216000","2.3799996376037598","2.3799996376037598","2.3799996376037598"
"9280000","3.259999632835388","3.259999632835388","3.259999632835388"
"9344000","1.700000286102295","1.700000286102295","1.700000286102295"
"9408000","2.819999575614929","2.819999575614929","2.819999575614929"
"9472000","3.5200001299381256","3.5200001299381256","3.5200001299381256"
"9536000","3.6800006330013275","3.6800006330013275","3.6800006330013275"
"9600000","3.0799996852874756","3.0799996852874756","3.0799996852874756"
"9664000","2.880000054836273","2.880000054836273","2.880000054836273"
"9728000","2.800000250339508","2.800000250339508","2.800000250339508"
"9792000","3.3200006932020187","3.3200006932020187","3.3200006932020187"
"9856000","3.3799998853355646","3.3799998853355646","3.3799998853355646"
