"Step","Group: coin3_cf_modified_causal_independent_1_0.55 - SW_ep_rew_mean","Group: coin3_cf_modified_causal_independent_1_0.55 - SW_ep_rew_mean__MIN","Group: coin3_cf_modified_causal_independent_1_0.55 - SW_ep_rew_mean__MAX","Group: coin3_cf_team_independent_1_0.55 - SW_ep_rew_mean","Group: coin3_cf_team_independent_1_0.55 - SW_ep_rew_mean__MIN","Group: coin3_cf_team_independent_1_0.55 - SW_ep_rew_mean__MAX","Group: coin3_cf_discrete_causal_independent_1_0.55 - SW_ep_rew_mean","Group: coin3_cf_discrete_causal_independent_1_0.55 - SW_ep_rew_mean__MIN","Group: coin3_cf_discrete_causal_independent_1_0.55 - SW_ep_rew_mean__MAX","Group: coin3_cf_causal_independent_1_0.55 - SW_ep_rew_mean","Group: coin3_cf_causal_independent_1_0.55 - SW_ep_rew_mean__MIN","Group: coin3_cf_causal_independent_1_0.55 - SW_ep_rew_mean__MAX","Group: coin3_baseline_1 - SW_ep_rew_mean","Group: coin3_baseline_1 - SW_ep_rew_mean__MIN","Group: coin3_baseline_1 - SW_ep_rew_mean__MAX","Group: coin3_baseline_independent_1 - SW_ep_rew_mean","Group: coin3_baseline_independent_1 - SW_ep_rew_mean__MIN","Group: coin3_baseline_independent_1 - SW_ep_rew_mean__MAX"
"36792000","","","","","","","","","","","","","-2.819999933242798","-2.819999933242798","-2.819999933242798","","",""
"36816000","","","","","","","","","","","","","","","","0.1333333651224772","0.1333333651224772","0.1333333651224772"
"36864000","","","","","","","","","","","","","-2.7899999618530273","-2.7899999618530273","-2.7899999618530273","-0.40000007549921673","-0.40000007549921673","-0.40000007549921673"
"36912000","","","","","","","","","","","","","","","","-0.19333326816558838","-0.19333326816558838","-0.19333326816558838"
"36936000","","","","","","","","","","","","","-2.7699999809265137","-2.7699999809265137","-2.7699999809265137","","",""
"36960000","","","","","","","","","","","","","","","","-0.2666666905085246","-0.2666666905085246","-0.2666666905085246"
"37008000","","","","","","","","","","","","","-2.059999942779541","-2.059999942779541","-2.059999942779541","0.2799998919169108","0.2799998919169108","0.2799998919169108"
"37056000","","","","","","","","","","","","","","","","-0.6533333460489908","-0.6533333460489908","-0.6533333460489908"
"37080000","","","","","","","","","","","","","-2.5399999618530273","-2.5399999618530273","-2.5399999618530273","","",""
"37104000","","","","","","","","","","","","","","","","-0.4266665776570638","-0.4266665776570638","-0.4266665776570638"
"37152000","","","","","","","","","","","","","-3.069999933242798","-3.069999933242798","-3.069999933242798","-0.37999991575876874","-0.37999991575876874","-0.37999991575876874"
"37200000","","","","","","","","","","","","","","","","0.29333337148030597","0.29333337148030597","0.29333337148030597"
"37224000","","","","","","","","","","","","","-2.3299999237060547","-2.3299999237060547","-2.3299999237060547","","",""
"37248000","","","","","","","","","","","","","","","","0.206666628519694","0.206666628519694","0.206666628519694"
"37296000","","","","","","","","","","","","","-1.2899999618530273","-1.2899999618530273","-1.2899999618530273","-0.10666672388712566","-0.10666672388712566","-0.10666672388712566"
"37344000","","","","","","","","","","","","","","","","-0.006666700045267741","-0.006666700045267741","-0.006666700045267741"
"37368000","","","","","","","","","","","","","-2.9800000190734863","-2.9800000190734863","-2.9800000190734863","","",""
"37392000","","","","","","","","","","","","","","","","-0.6200000842412313","-0.6200000842412313","-0.6200000842412313"
"37440000","","","","","","","","","","","","","-1.7699999809265137","-1.7699999809265137","-1.7699999809265137","0.15333334604899088","0.15333334604899088","0.15333334604899088"
"37488000","","","","","","","","","","","","","","","","-0.45333341757456463","-0.45333341757456463","-0.45333341757456463"
"37512000","","","","","","","","","","","","","-3.4600000381469727","-3.4600000381469727","-3.4600000381469727","","",""
"37536000","","","","","","","","","","","","","","","","-0.40666663646698","-0.40666663646698","-0.40666663646698"
"37584000","","","","","","","","","","","","","-2.319999933242798","-2.319999933242798","-2.319999933242798","-0.13333344459533691","-0.13333344459533691","-0.13333344459533691"
"37632000","","","","","","","","","","","","","","","","-0.4800000588099162","-0.4800000588099162","-0.4800000588099162"
"37656000","","","","","","","","","","","","","-2.5","-2.5","-2.5","","",""
"37680000","","","","","","","","","","","","","","","","-0.11333332459131877","-0.11333332459131877","-0.11333332459131877"
"37728000","","","","","","","","","","","","","-3.4000000953674316","-3.4000000953674316","-3.4000000953674316","-0.5666666030883789","-0.5666666030883789","-0.5666666030883789"
"37776000","","","","","","","","","","","","","","","","-0.13333324591318765","-0.13333324591318765","-0.13333324591318765"
"37800000","","","","","","","","","","","","","-2.9700000286102295","-2.9700000286102295","-2.9700000286102295","","",""
"37824000","","","","","","","","","","","","","","","","-0.033333381017049156","-0.033333381017049156","-0.033333381017049156"
"37872000","","","","","","","","","","","","","-3.509999990463257","-3.509999990463257","-3.509999990463257","-0.3199999729792277","-0.3199999729792277","-0.3199999729792277"
"37920000","","","","","","","","","","","","","","","","-0.473333219687144","-0.473333219687144","-0.473333219687144"
"37944000","","","","","","","","","","","","","-3.380000114440918","-3.380000114440918","-3.380000114440918","","",""
"37968000","","","","","","","","","","","","","","","","0.15333334604899088","0.15333334604899088","0.15333334604899088"
"38016000","","","","","","","","","","","","","-2.930000066757202","-2.930000066757202","-2.930000066757202","-0.37999995549519855","-0.37999995549519855","-0.37999995549519855"
"38064000","","","","","","","","","","","","","","","","0.1999999682108561","0.1999999682108561","0.1999999682108561"
"38088000","","","","","","","","","","","","","-2.059999942779541","-2.059999942779541","-2.059999942779541","","",""
"38112000","","","","","","","","","","","","","","","","-0.0800000826517741","-0.0800000826517741","-0.0800000826517741"
"38160000","","","","","","","","","","","","","-1.8700000047683716","-1.8700000047683716","-1.8700000047683716","0.2600000699361165","0.2600000699361165","0.2600000699361165"
"38208000","","","","","","","","","","","","","","","","0.2799999713897705","0.2799999713897705","0.2799999713897705"
"38232000","","","","","","","","","","","","","-2.0899999141693115","-2.0899999141693115","-2.0899999141693115","","",""
"38256000","","","","","","","","","","","","","","","","-0.3666667143503825","-0.3666667143503825","-0.3666667143503825"
"38304000","","","","","","","","","","","","","-2.369999885559082","-2.369999885559082","-2.369999885559082","0.059999942779541016","0.059999942779541016","0.059999942779541016"
"38352000","","","","","","","","","","","","","","","","0.3666665554046631","0.3666665554046631","0.3666665554046631"
"38376000","","","","","","","","","","","","","-2.6700000762939453","-2.6700000762939453","-2.6700000762939453","","",""
"38400000","","","","","","","","","","","","","","","","0.8999998569488525","0.8999998569488525","0.8999998569488525"
"38448000","","","","","","","","","","","","","-2.140000104904175","-2.140000104904175","-2.140000104904175","-0.2866667111714681","-0.2866667111714681","-0.2866667111714681"
"38496000","","","","","","","","","","","","","","","","-0.13333328564961752","-0.13333328564961752","-0.13333328564961752"
"38520000","","","","","","","","","","","","","-2.5299999713897705","-2.5299999713897705","-2.5299999713897705","","",""
"38544000","","","","","","","","","","","","","","","","0.5333333810170492","0.5333333810170492","0.5333333810170492"
"38592000","","","","","","","","","","","","","-3.2100000381469727","-3.2100000381469727","-3.2100000381469727","0.5","0.5","0.5"
"38640000","","","","","","","","","","","","","","","","-0.08000000317891438","-0.08000000317891438","-0.08000000317891438"
"38664000","","","","","","","","","","","","","-3.309999942779541","-3.309999942779541","-3.309999942779541","","",""
"38688000","","","","","","","","","","","","","","","","0.21999994913736978","0.21999994913736978","0.21999994913736978"
"38736000","","","","","","","","","","","","","-2.619999885559082","-2.619999885559082","-2.619999885559082","0.24666674931844076","0.24666674931844076","0.24666674931844076"
"38784000","","","","","","","","","","","","","","","","0.31333327293395996","0.31333327293395996","0.31333327293395996"
"38808000","","","","","","","","","","","","","-2.619999885559082","-2.619999885559082","-2.619999885559082","","",""
"38832000","","","","","","","","","","","","","","","","0.8533333937327067","0.8533333937327067","0.8533333937327067"
"38880000","","","","","","","","","","","","","-2.680000066757202","-2.680000066757202","-2.680000066757202","0.6933333873748779","0.6933333873748779","0.6933333873748779"
"38928000","","","","","","","","","","","","","","","","0.24666674931844076","0.24666674931844076","0.24666674931844076"
"38952000","","","","","","","","","","","","","-1.9199999570846558","-1.9199999570846558","-1.9199999570846558","","",""
"38976000","","","","","","","","","","","","","","","","0.37999995549519855","0.37999995549519855","0.37999995549519855"
"39024000","","","","","","","","","","","","","-2.9000000953674316","-2.9000000953674316","-2.9000000953674316","0.15999992688496908","0.15999992688496908","0.15999992688496908"
"39072000","","","","","","","","","","","","","","","","0.646666685740153","0.646666685740153","0.646666685740153"
"39096000","","","","","","","","","","","","","-2.509999990463257","-2.509999990463257","-2.509999990463257","","",""
"39120000","","","","","","","","","","","","","","","","0.3266666730244954","0.3266666730244954","0.3266666730244954"
"39168000","","","","","","","","","","","","","-2.740000009536743","-2.740000009536743","-2.740000009536743","0.4333333174387614","0.4333333174387614","0.4333333174387614"
"39216000","","","","","","","","","","","","","","","","0.059999942779541016","0.059999942779541016","0.059999942779541016"
"39240000","","","","","","","","","","","","","-2.5199999809265137","-2.5199999809265137","-2.5199999809265137","","",""
"39264000","","","","","","","","","","","","","","","","-0.05333330233891805","-0.05333330233891805","-0.05333330233891805"
"39312000","","","","","","","","","","","","","-3.0899999141693115","-3.0899999141693115","-3.0899999141693115","-0.06666664282480876","-0.06666664282480876","-0.06666664282480876"
"39360000","","","","","","","","","","","","","","","","-0.48000001907348633","-0.48000001907348633","-0.48000001907348633"
"39384000","","","","","","","","","","","","","-3.299999952316284","-3.299999952316284","-3.299999952316284","","",""
"39408000","","","","","","","","","","","","","","","","0.3333332935969035","0.3333332935969035","0.3333332935969035"
"39456000","","","","","","","","","","","","","-2.9800000190734863","-2.9800000190734863","-2.9800000190734863","-0.19333330790201822","-0.19333330790201822","-0.19333330790201822"
"39504000","","","","","","","","","","","","","","","","-0.5666666825612386","-0.5666666825612386","-0.5666666825612386"
"39528000","","","","","","","","","","","","","-3.0999999046325684","-3.0999999046325684","-3.0999999046325684","","",""
"39552000","","","","","","","","","","","","","","","","-0.3133334120114644","-0.3133334120114644","-0.3133334120114644"
"39600000","","","","","","","","","","","","","-3.569999933242798","-3.569999933242798","-3.569999933242798","0.006666660308837891","0.006666660308837891","0.006666660308837891"
"39648000","","","","","","","","","","","","","","","","0.10666664441426595","0.10666664441426595","0.10666664441426595"
"39672000","","","","","","","","","","","","","-2.5299999713897705","-2.5299999713897705","-2.5299999713897705","","",""
"39696000","","","","","","","","","","","","","","","","-0.32000009218851727","-0.32000009218851727","-0.32000009218851727"
"39744000","","","","","","","","","","","","","-3.0299999713897705","-3.0299999713897705","-3.0299999713897705","-0.3599999745686849","-0.3599999745686849","-0.3599999745686849"
"39792000","","","","","","","","","","","","","","","","0.4066665967305501","0.4066665967305501","0.4066665967305501"
"39816000","","","","","","","","","","","","","-3.75","-3.75","-3.75","","",""
"39840000","","","","","","","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"39888000","","","","","","","","","","","","","-2.5199999809265137","-2.5199999809265137","-2.5199999809265137","-0.15999992688496908","-0.15999992688496908","-0.15999992688496908"
"39936000","","","","","","","","","","","","","","","","-0.16000008583068848","-0.16000008583068848","-0.16000008583068848"
"39960000","","","","","","","","","","","","","-3.069999933242798","-3.069999933242798","-3.069999933242798","","",""
"39984000","","","","","","","","","","","","","","","","0.41333333651224774","0.41333333651224774","0.41333333651224774"
"40032000","","","","","","","","","","","","","-2.990000009536743","-2.990000009536743","-2.990000009536743","0.4466666380564372","0.4466666380564372","0.4466666380564372"
"40080000","","","","","","","","","","","","","","","","0.00666662057240804","0.00666662057240804","0.00666662057240804"
"40104000","","","","","","","","","","","","","-2.8299999237060547","-2.8299999237060547","-2.8299999237060547","","",""
"40128000","","","","","","","","","","","","","","","","-0.23999993006388345","-0.23999993006388345","-0.23999993006388345"
"40176000","","","","","","","","","","","","","-2.9800000190734863","-2.9800000190734863","-2.9800000190734863","0.5799999237060547","0.5799999237060547","0.5799999237060547"
"40224000","","","","","","","","","","","","","","","","-0.026666720708211262","-0.026666720708211262","-0.026666720708211262"
"40248000","","","","","","","","","","","","","-2.450000047683716","-2.450000047683716","-2.450000047683716","","",""
"40272000","","","","","","","","","","","","","","","","0.2999999324480693","0.2999999324480693","0.2999999324480693"
"40320000","","","","","","","","","","","","","-2.5399999618530273","-2.5399999618530273","-2.5399999618530273","-0.026666661103566486","-0.026666661103566486","-0.026666661103566486"
"40368000","","","","","","","","","","","","","","","","0.8066666920979818","0.8066666920979818","0.8066666920979818"
"40392000","","","","","","","","","","","","","-3.380000114440918","-3.380000114440918","-3.380000114440918","","",""
"40416000","","","","","","","","","","","","","","","","0.9733333587646484","0.9733333587646484","0.9733333587646484"
"40464000","","","","","","","","","","","","","-2.7799999713897705","-2.7799999713897705","-2.7799999713897705","0.37333329518636066","0.37333329518636066","0.37333329518636066"
"40512000","","","","","","","","","","","","","","","","1.286666711171468","1.286666711171468","1.286666711171468"
"40536000","","","","","","","","","","","","","-3.119999885559082","-3.119999885559082","-3.119999885559082","","",""
"40560000","","","","","","","","","","","","","","","","0.446666677792867","0.446666677792867","0.446666677792867"
"40608000","","","","","","","","","","","","","-2.5199999809265137","-2.5199999809265137","-2.5199999809265137","0.81333327293396","0.81333327293396","0.81333327293396"
"40656000","","","","","","","","","","","","","","","","0.1733332872390747","0.1733332872390747","0.1733332872390747"
"40680000","","","","","","","","","","","","","-3.390000104904175","-3.390000104904175","-3.390000104904175","","",""
"40704000","","","","","","","","","","","","","","","","0.12666674455006918","0.12666674455006918","0.12666674455006918"
"40752000","","","","","","","","","","","","","-2.609999895095825","-2.609999895095825","-2.609999895095825","0.4533333977063497","0.4533333977063497","0.4533333977063497"
"40800000","","","","","","","","","","","","","","","","0.07333332300186157","0.07333332300186157","0.07333332300186157"
"40824000","","","","","","","","","","","","","-2.75","-2.75","-2.75","","",""
"40848000","","","","","","","","","","","","","","","","0.04666670163472494","0.04666670163472494","0.04666670163472494"
"40896000","","","","","","","","","","","","","-2.930000066757202","-2.930000066757202","-2.930000066757202","1.2600000301996868","1.2600000301996868","1.2600000301996868"
"40944000","","","","","","","","","","","","","","","","0.8600000540415446","0.8600000540415446","0.8600000540415446"
"40968000","","","","","","","","","","","","","-2.9100000858306885","-2.9100000858306885","-2.9100000858306885","","",""
"40992000","","","","","","","","","","","","","","","","0.59333336353302","0.59333336353302","0.59333336353302"
"41040000","","","","","","","","","","","","","-2.8499999046325684","-2.8499999046325684","-2.8499999046325684","0.2866667111714681","0.2866667111714681","0.2866667111714681"
"41088000","","","","","","","","","","","","","","","","-0.37333325544993085","-0.37333325544993085","-0.37333325544993085"
"41112000","","","","","","","","","","","","","-3.0299999713897705","-3.0299999713897705","-3.0299999713897705","","",""
"41136000","","","","","","","","","","","","","","","","0.6199999650319418","0.6199999650319418","0.6199999650319418"
"41184000","","","","","","","","","","","","","-2.359999895095825","-2.359999895095825","-2.359999895095825","0.11333338419596355","0.11333338419596355","0.11333338419596355"
"41232000","","","","","","","","","","","","","","","","-0.0800000826517741","-0.0800000826517741","-0.0800000826517741"
"41256000","","","","","","","","","","","","","-2.619999885559082","-2.619999885559082","-2.619999885559082","","",""
"41280000","","","","","","","","","","","","","","","","0.8333332935969034","0.8333332935969034","0.8333332935969034"
"41328000","","","","","","","","","","","","","-3.240000009536743","-3.240000009536743","-3.240000009536743","0.12666666507720947","0.12666666507720947","0.12666666507720947"
"41376000","","","","","","","","","","","","","","","","0.18666664759318033","0.18666664759318033","0.18666664759318033"
"41400000","","","","","","","","","","","","","-2.2100000381469727","-2.2100000381469727","-2.2100000381469727","","",""
"41424000","","","","","","","","","","","","","","","","-0.06666671484708786","-0.06666671484708786","-0.06666671484708786"
"41472000","","","","","","","","","","","","","-2.5999999046325684","-2.5999999046325684","-2.5999999046325684","1.0466666221618652","1.0466666221618652","1.0466666221618652"
"41520000","","","","","","","","","","","","","","","","0.2666667302449544","0.2666667302449544","0.2666667302449544"
"41544000","","","","","","","","","","","","","-2.2699999809265137","-2.2699999809265137","-2.2699999809265137","","",""
"41568000","","","","","","","","","","","","","","","","0.10666664441426595","0.10666664441426595","0.10666664441426595"
"41616000","","","","","","","","","","","","","-2.5199999809265137","-2.5199999809265137","-2.5199999809265137","-0.013333261013031006","-0.013333261013031006","-0.013333261013031006"
"41664000","","","","","","","","","","","","","","","","0.7199999491373698","0.7199999491373698","0.7199999491373698"
"41688000","","","","","","","","","","","","","-2.690000057220459","-2.690000057220459","-2.690000057220459","","",""
"41712000","","","","","","","","","","","","","","","","-0.37999995052814484","-0.37999995052814484","-0.37999995052814484"
"41760000","","","","","","","","","","","","","-3.140000104904175","-3.140000104904175","-3.140000104904175","0.7400000095367432","0.7400000095367432","0.7400000095367432"
"41808000","","","","","","","","","","","","","","","","0.33333325386047363","0.33333325386047363","0.33333325386047363"
"41832000","","","","","","","","","","","","","-1.5099999904632568","-1.5099999904632568","-1.5099999904632568","","",""
"41856000","","","","","","","","","","","","","","","","-0.046666622161865234","-0.046666622161865234","-0.046666622161865234"
"41904000","","","","","","","","","","","","","-1.899999976158142","-1.899999976158142","-1.899999976158142","0.23333334922790527","0.23333334922790527","0.23333334922790527"
"41952000","","","","","","","","","","","","","","","","0.03333336114883423","0.03333336114883423","0.03333336114883423"
"41976000","","","","","","","","","","","","","-2.3499999046325684","-2.3499999046325684","-2.3499999046325684","","",""
"42000000","","","","","","","","","","","","","","","","0.053333282470703125","0.053333282470703125","0.053333282470703125"
"42048000","","","","","","","","","","","","","-2.930000066757202","-2.930000066757202","-2.930000066757202","0.17333336671193442","0.17333336671193442","0.17333336671193442"
"42096000","","","","","","","","","","","","","","","","0.2800000508626302","0.2800000508626302","0.2800000508626302"
"42120000","","","","","","","","","","","","","-2.6600000858306885","-2.6600000858306885","-2.6600000858306885","","",""
"42144000","","","","","","","","","","","","","","","","0.6000000635782877","0.6000000635782877","0.6000000635782877"
"42192000","","","","","","","","","","","","","-2.359999895095825","-2.359999895095825","-2.359999895095825","0.16000000635782877","0.16000000635782877","0.16000000635782877"
"42240000","","","","","","","","","","","","","","","","-0.9999999205271403","-0.9999999205271403","-0.9999999205271403"
"42264000","","","","","","","","","","","","","-3.5199999809265137","-3.5199999809265137","-3.5199999809265137","","",""
"42288000","","","","","","","","","","","","","","","","-0.3799999952316284","-0.3799999952316284","-0.3799999952316284"
"42336000","","","","","","","","","","","","","-3.619999885559082","-3.619999885559082","-3.619999885559082","0.3533333937327067","0.3533333937327067","0.3533333937327067"
"42384000","","","","","","","","","","","","","","","","0.08000000317891438","0.08000000317891438","0.08000000317891438"
"42408000","","","","","","","","","","","","","-2.7300000190734863","-2.7300000190734863","-2.7300000190734863","","",""
"42432000","","","","","","","","","","","","","","","","0.4533332983652751","0.4533332983652751","0.4533332983652751"
"42480000","","","","","","","","","","","","","-2.359999895095825","-2.359999895095825","-2.359999895095825","-0.40000009536743164","-0.40000009536743164","-0.40000009536743164"
"42528000","","","","","","","","","","","","","","","","0.40000001589457196","0.40000001589457196","0.40000001589457196"
"42552000","","","","","","","","","","","","","-3.140000104904175","-3.140000104904175","-3.140000104904175","","",""
"42576000","","","","","","","","","","","","","","","","0.226666659116745","0.226666659116745","0.226666659116745"
"42624000","","","","","","","","","","","","","-2.4700000286102295","-2.4700000286102295","-2.4700000286102295","-0.013333320617675781","-0.013333320617675781","-0.013333320617675781"
"42672000","","","","","","","","","","","","","","","","-0.060000101725260414","-0.060000101725260414","-0.060000101725260414"
"42696000","","","","","","","","","","","","","-2.5999999046325684","-2.5999999046325684","-2.5999999046325684","","",""
"42720000","","","","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"42768000","","","","","","","","","","","","","-2.559999942779541","-2.559999942779541","-2.559999942779541","-0.16666670640309653","-0.16666670640309653","-0.16666670640309653"
"42816000","","","","","","","","","","","","","","","","-0.026666641235351562","-0.026666641235351562","-0.026666641235351562"
"42840000","","","","","","","","","","","","","-1.6399999856948853","-1.6399999856948853","-1.6399999856948853","","",""
"42864000","","","","","","","","","","","","","","","","0.40666667620340985","0.40666667620340985","0.40666667620340985"
"42912000","","","","","","","","","","","","","-2.9100000858306885","-2.9100000858306885","-2.9100000858306885","0.606666644414266","0.606666644414266","0.606666644414266"
"42960000","","","","","","","","","","","","","","","","0.24666659037272134","0.24666659037272134","0.24666659037272134"
"42984000","","","","","","","","","","","","","-3.3499999046325684","-3.3499999046325684","-3.3499999046325684","","",""
"43008000","","","","","","","","","","","","","","","","0.2666666507720947","0.2666666507720947","0.2666666507720947"
"43056000","","","","","","","","","","","","","-2.869999885559082","-2.869999885559082","-2.869999885559082","0.2666667302449544","0.2666667302449544","0.2666667302449544"
"43104000","","","","","","","","","","","","","","","","0.6800000270207723","0.6800000270207723","0.6800000270207723"
"43128000","","","","","","","","","","","","","-2.4700000286102295","-2.4700000286102295","-2.4700000286102295","","",""
"43152000","","","","","","","","","","","","","","","","0.2666666507720947","0.2666666507720947","0.2666666507720947"
"43200000","","","","","","","","","","","","","-2.0799999237060547","-2.0799999237060547","-2.0799999237060547","0.68666672706604","0.68666672706604","0.68666672706604"
"43248000","","","","","","","","","","","","","","","","-0.44666661818822223","-0.44666661818822223","-0.44666661818822223"
"43272000","","","","","","","","","","","","","-2.8499999046325684","-2.8499999046325684","-2.8499999046325684","","",""
"43296000","","","","","","","","","","","","","","","","0.7733333905537924","0.7733333905537924","0.7733333905537924"
"43344000","","","","","","","","","","","","","-2.7300000190734863","-2.7300000190734863","-2.7300000190734863","-0.026666720708211262","-0.026666720708211262","-0.026666720708211262"
"43392000","","","","","","","","","","","","","","","","0.4533333381017049","0.4533333381017049","0.4533333381017049"
"43416000","","","","","","","","","","","","","-3.9600000381469727","-3.9600000381469727","-3.9600000381469727","","",""
"43440000","","","","","","","","","","","","","","","","0.5400000413258871","0.5400000413258871","0.5400000413258871"
"43488000","","","","","","","","","","","","","-1.5800000429153442","-1.5800000429153442","-1.5800000429153442","0.2666666507720947","0.2666666507720947","0.2666666507720947"
"43536000","","","","","","","","","","","","","","","","-0.4733333041270574","-0.4733333041270574","-0.4733333041270574"
"43560000","","","","","","","","","","","","","-2.380000114440918","-2.380000114440918","-2.380000114440918","","",""
"43584000","","","","","","","","","","","","","","","","0.8466666539510092","0.8466666539510092","0.8466666539510092"
"43632000","","","","","","","","","","","","","-2.759999990463257","-2.759999990463257","-2.759999990463257","0.6199999650319418","0.6199999650319418","0.6199999650319418"
"43680000","","","","","","","","","","","","","","","","0.6799999872843424","0.6799999872843424","0.6799999872843424"
"43704000","","","","","","","","","","","","","-2.440000057220459","-2.440000057220459","-2.440000057220459","","",""
"43728000","","","","","","","","","","","","","","","","0.5333333412806193","0.5333333412806193","0.5333333412806193"
"43776000","","","","","","","","","","","","","-2.2799999713897705","-2.2799999713897705","-2.2799999713897705","0.1399999459584554","0.1399999459584554","0.1399999459584554"
"43824000","","","","","","","","","","","","","","","","0.9799999793370565","0.9799999793370565","0.9799999793370565"
"43848000","","","","","","","","","","","","","-1.7200000286102295","-1.7200000286102295","-1.7200000286102295","","",""
"43872000","","","","","","","","","","","","","","","","1.0333333412806194","1.0333333412806194","1.0333333412806194"
"43920000","","","","","","","","","","","","","-2.609999895095825","-2.609999895095825","-2.609999895095825","0.41333333651224774","0.41333333651224774","0.41333333651224774"
"43968000","","","","","","","","","","","","","","","","0.3799999952316284","0.3799999952316284","0.3799999952316284"
"43992000","","","","","","","","","","","","","-2.759999990463257","-2.759999990463257","-2.759999990463257","","",""
"44016000","","","","","","","","","","","","","","","","0.37999991575876874","0.37999991575876874","0.37999991575876874"
"44064000","","","","","","","","","","","","","-2.7799999713897705","-2.7799999713897705","-2.7799999713897705","0.5","0.5","0.5"
"44112000","","","","","","","","","","","","","","","","0.5133333206176758","0.5133333206176758","0.5133333206176758"
"44136000","","","","","","","","","","","","","-1.7699999809265137","-1.7699999809265137","-1.7699999809265137","","",""
"44160000","","","","","","","","","","","","","","","","0.23333330949147543","0.23333330949147543","0.23333330949147543"
"44208000","","","","","","","","","","","","","-2.440000057220459","-2.440000057220459","-2.440000057220459","0.7800000508626302","0.7800000508626302","0.7800000508626302"
"44256000","","","","","","","","","","","","","","","","0.4066665967305501","0.4066665967305501","0.4066665967305501"
"44280000","","","","","","","","","","","","","-2.5799999237060547","-2.5799999237060547","-2.5799999237060547","","",""
"44304000","","","","","","","","","","","","","","","","0.37999995549519855","0.37999995549519855","0.37999995549519855"
"44352000","","","","","","","","","","","","","-2.0899999141693115","-2.0899999141693115","-2.0899999141693115","0.24000000953674316","0.24000000953674316","0.24000000953674316"
"44400000","","","","","","","","","","","","","","","","-0.36666667461395264","-0.36666667461395264","-0.36666667461395264"
"44424000","","","","","","","","","","","","","-2.319999933242798","-2.319999933242798","-2.319999933242798","","",""
"44448000","","","","","","","","","","","","","","","","1.2266666491826375","1.2266666491826375","1.2266666491826375"
"44496000","","","","","","","","","","","","","-2.9800000190734863","-2.9800000190734863","-2.9800000190734863","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"44544000","","","","","","","","","","","","","","","","0.5999999841054281","0.5999999841054281","0.5999999841054281"
"44568000","","","","","","","","","","","","","-2.9200000762939453","-2.9200000762939453","-2.9200000762939453","","",""
"44592000","","","","","","","","","","","","","","","","0.7733333110809326","0.7733333110809326","0.7733333110809326"
"44640000","","","","","","","","","","","","","-2.9700000286102295","-2.9700000286102295","-2.9700000286102295","0.7133333683013916","0.7133333683013916","0.7133333683013916"
"44688000","","","","","","","","","","","","","","","","0.4666666587193807","0.4666666587193807","0.4666666587193807"
"44712000","","","","","","","","","","","","","-3.0799999237060547","-3.0799999237060547","-3.0799999237060547","","",""
"44736000","","","","","","","","","","","","","","","","0.0666666825612386","0.0666666825612386","0.0666666825612386"
"44784000","","","","","","","","","","","","","-3.359999895095825","-3.359999895095825","-3.359999895095825","0.4266666571299235","0.4266666571299235","0.4266666571299235"
"44832000","","","","","","","","","","","","","","","","0.5200000206629435","0.5200000206629435","0.5200000206629435"
"44856000","","","","","","","","","","","","","-2.140000104904175","-2.140000104904175","-2.140000104904175","","",""
"44880000","","","","","","","","","","","","","","","","0.5533333619435629","0.5533333619435629","0.5533333619435629"
"44928000","","","","","","","","","","","","","-2.509999990463257","-2.509999990463257","-2.509999990463257","-0.14666672547658285","-0.14666672547658285","-0.14666672547658285"
"44976000","","","","","","","","","","","","","","","","0.15333334604899088","0.15333334604899088","0.15333334604899088"
"45000000","","","","","","","","","","","","","-3.5","-3.5","-3.5","","",""
"45024000","","","","","","","","","","","","","","","","0.07333330313364665","0.07333330313364665","0.07333330313364665"
"45072000","","","","","","","","","","","","","-3.430000066757202","-3.430000066757202","-3.430000066757202","0.8466666539510092","0.8466666539510092","0.8466666539510092"
"45120000","","","","","","","","","","","","","","","","0.2800000111262004","0.2800000111262004","0.2800000111262004"
"45144000","","","","","","","","","","","","","-2.9000000953674316","-2.9000000953674316","-2.9000000953674316","","",""
"45168000","","","","","","","","","","","","","","","","0.05333332220713297","0.05333332220713297","0.05333332220713297"
"45216000","","","","","","","","","","","","","-3.9800000190734863","-3.9800000190734863","-3.9800000190734863","0.9933332999547323","0.9933332999547323","0.9933332999547323"
"45264000","","","","","","","","","","","","","","","","0.039999951918919883","0.039999951918919883","0.039999951918919883"
"45288000","","","","","","","","","","","","","-2.4700000286102295","-2.4700000286102295","-2.4700000286102295","","",""
"45312000","","","","","","","","","","","","","","","","0.1533332665761312","0.1533332665761312","0.1533332665761312"
"45360000","","","","","","","","","","","","","-2.240000009536743","-2.240000009536743","-2.240000009536743","0.7066666682561239","0.7066666682561239","0.7066666682561239"
"45408000","","","","","","","","","","","","","","","","0.26666667064030963","0.26666667064030963","0.26666667064030963"
"45432000","","","","","","","","","","","","","-2.7300000190734863","-2.7300000190734863","-2.7300000190734863","","",""
"45456000","","","","","","","","","","","","","","","","0.6933333873748779","0.6933333873748779","0.6933333873748779"
