"Step","cleanup_0.3_0.0_0.85_0.015_cbamcausal - SW_ep_rew_total","cleanup_0.3_0.0_0.85_0.015_cbamcausal - SW_ep_rew_total__MIN","cleanup_0.3_0.0_0.85_0.015_cbamcausal - SW_ep_rew_total__MAX"
"2112000","-65.2000002861023","-65.2000002861023","-65.2000002861023"
"2176000","-43.53999948501587","-43.53999948501587","-43.53999948501587"
"2240000","-38.38000011444092","-38.38000011444092","-38.38000011444092"
"2304000","-29.30999994277954","-29.30999994277954","-29.30999994277954"
"2368000","-25.53000044822693","-25.53000044822693","-25.53000044822693"
"2432000","-17.790000081062317","-17.790000081062317","-17.790000081062317"
"2496000","-11.31000030040741","-11.31000030040741","-11.31000030040741"
"2560000","-9.479999899864197","-9.479999899864197","-9.479999899864197"
"2624000","-11.820000112056732","-11.820000112056732","-11.820000112056732"
"2688000","-9.029999852180481","-9.029999852180481","-9.029999852180481"
"2752000","-6.289999902248383","-6.289999902248383","-6.289999902248383"
"2816000","-4.4300000965595245","-4.4300000965595245","-4.4300000965595245"
"2880000","-2.3199999555945396","-2.3199999555945396","-2.3199999555945396"
"2944000","-3.960000067949295","-3.960000067949295","-3.960000067949295"
"3008000","-0.6100001018494368","-0.6100001018494368","-0.6100001018494368"
"3072000","1.2799999751150608","1.2799999751150608","1.2799999751150608"
"3136000","8.309999942779541","8.309999942779541","8.309999942779541"
"3200000","6.760000109672546","6.760000109672546","6.760000109672546"
"3264000","4.509999990463257","4.509999990463257","4.509999990463257"
"3328000","4.359999924898148","4.359999924898148","4.359999924898148"
"3392000","5.369999915361404","5.369999915361404","5.369999915361404"
"3456000","5.559999987483025","5.559999987483025","5.559999987483025"
"3520000","6.120000027120113","6.120000027120113","6.120000027120113"
"3584000","6.469999849796295","6.469999849796295","6.469999849796295"
"3648000","5.7500001192092896","5.7500001192092896","5.7500001192092896"
"3712000","6.1700000166893005","6.1700000166893005","6.1700000166893005"
"3776000","5.600000023841858","5.600000023841858","5.600000023841858"
"3840000","4.660000026226044","4.660000026226044","4.660000026226044"
"3904000","5.170000076293945","5.170000076293945","5.170000076293945"
"3968000","5.779999911785126","5.779999911785126","5.779999911785126"
"4032000","5.759999930858612","5.759999930858612","5.759999930858612"
"4096000","5.200000047683716","5.200000047683716","5.200000047683716"
"4160000","4.390000015497208","4.390000015497208","4.390000015497208"
"4224000","5.4799999594688416","5.4799999594688416","5.4799999594688416"
"4288000","5.6600000858306885","5.6600000858306885","5.6600000858306885"
"4352000","5.4999998807907104","5.4999998807907104","5.4999998807907104"
"4416000","5.699999928474426","5.699999928474426","5.699999928474426"
"4480000","5.8600000739097595","5.8600000739097595","5.8600000739097595"
"4544000","5.620000123977661","5.620000123977661","5.620000123977661"
"4608000","4.889999985694885","4.889999985694885","4.889999985694885"
"4672000","3.8999999165534973","3.8999999165534973","3.8999999165534973"
"4736000","4","4","4"
"4800000","3.5500000417232513","3.5500000417232513","3.5500000417232513"
"4864000","3.649999976158142","3.649999976158142","3.649999976158142"
"4928000","4","4","4"
"4992000","4.549999952316284","4.549999952316284","4.549999952316284"
"5056000","4.919999986886978","4.919999986886978","4.919999986886978"
"5120000","5.859999895095825","5.859999895095825","5.859999895095825"
"5184000","5.28000009059906","5.28000009059906","5.28000009059906"
"5248000","5.059999883174896","5.059999883174896","5.059999883174896"
"5312000","3.369999974966049","3.369999974966049","3.369999974966049"
"5376000","3.5199999660253525","3.5199999660253525","3.5199999660253525"
"5440000","3.649999976158142","3.649999976158142","3.649999976158142"
"5504000","3.5699999928474426","3.5699999928474426","3.5699999928474426"
"5568000","4.089999973773956","4.089999973773956","4.089999973773956"
"5632000","4.480000078678131","4.480000078678131","4.480000078678131"
"5696000","4.469999969005585","4.469999969005585","4.469999969005585"
"5760000","5.169999897480011","5.169999897480011","5.169999897480011"
"5824000","5.659999907016754","5.659999907016754","5.659999907016754"
"5888000","5.629999995231628","5.629999995231628","5.629999995231628"
"5952000","4.880000054836273","4.880000054836273","4.880000054836273"
"6016000","4.990000128746033","4.990000128746033","4.990000128746033"
"6080000","5.110000014305115","5.110000014305115","5.110000014305115"
"6144000","4.740000009536743","4.740000009536743","4.740000009536743"
"6208000","4.069999992847443","4.069999992847443","4.069999992847443"
"6272000","4.209999978542328","4.209999978542328","4.209999978542328"
"6336000","5.009999930858612","5.009999930858612","5.009999930858612"
"6400000","4.569999992847443","4.569999992847443","4.569999992847443"
"6464000","4.669999957084656","4.669999957084656","4.669999957084656"
"6528000","5.210000038146973","5.210000038146973","5.210000038146973"
"6592000","5.870000123977661","5.870000123977661","5.870000123977661"
"6656000","5.240000009536743","5.240000009536743","5.240000009536743"
"6720000","5.579999923706055","5.579999923706055","5.579999923706055"
"6784000","5.790000021457672","5.790000021457672","5.790000021457672"
"6848000","5.939999938011169","5.939999938011169","5.939999938011169"
"6912000","6.0299999713897705","6.0299999713897705","6.0299999713897705"
"6976000","5.939999997615814","5.939999997615814","5.939999997615814"
"7040000","6.030000030994415","6.030000030994415","6.030000030994415"
"7104000","7.120000123977661","7.120000123977661","7.120000123977661"
"7168000","6.9700000286102295","6.9700000286102295","6.9700000286102295"
"7232000","7.110000014305115","7.110000014305115","7.110000014305115"
"7296000","6.849999964237213","6.849999964237213","6.849999964237213"
"7360000","7.110000133514404","7.110000133514404","7.110000133514404"
"7424000","6.639999985694885","6.639999985694885","6.639999985694885"
"7488000","6.460000038146973","6.460000038146973","6.460000038146973"
"7552000","5.7599998116493225","5.7599998116493225","5.7599998116493225"
"7616000","6.419999957084656","6.419999957084656","6.419999957084656"
"7680000","6.170000076293945","6.170000076293945","6.170000076293945"
"7744000","5.919999837875366","5.919999837875366","5.919999837875366"
"7808000","5.879999995231628","5.879999995231628","5.879999995231628"
"7872000","6.820000052452087","6.820000052452087","6.820000052452087"
"7936000","5.950000047683716","5.950000047683716","5.950000047683716"
"8000000","5.610000014305115","5.610000014305115","5.610000014305115"
"8064000","6.489999890327454","6.489999890327454","6.489999890327454"
"8128000","6.539999961853027","6.539999961853027","6.539999961853027"
"8192000","5.519999980926514","5.519999980926514","5.519999980926514"
"8256000","4.990000069141388","4.990000069141388","4.990000069141388"
"8320000","4.339999973773956","4.339999973773956","4.339999973773956"
"8384000","3.1999999284744263","3.1999999284744263","3.1999999284744263"
"8448000","2.900000035762787","2.900000035762787","2.900000035762787"
"8512000","3.060000032186508","3.060000032186508","3.060000032186508"
"8576000","3.1599999964237213","3.1599999964237213","3.1599999964237213"
"8640000","2.8399999737739563","2.8399999737739563","2.8399999737739563"
"8704000","2.820000022649765","2.820000022649765","2.820000022649765"
"8768000","3.310000002384186","3.310000002384186","3.310000002384186"
"8832000","3.449999988079071","3.449999988079071","3.449999988079071"
"8896000","3.8700000047683716","3.8700000047683716","3.8700000047683716"
"8960000","3.6200000047683716","3.6200000047683716","3.6200000047683716"
"9024000","3.4300000369548798","3.4300000369548798","3.4300000369548798"
"9088000","3.5099999606609344","3.5099999606609344","3.5099999606609344"
"9152000","3.5800000429153442","3.5800000429153442","3.5800000429153442"
"9216000","3.7299999594688416","3.7299999594688416","3.7299999594688416"
"9280000","3.990000009536743","3.990000009536743","3.990000009536743"
"9344000","3.340000033378601","3.340000033378601","3.340000033378601"
"9408000","4.120000004768372","4.120000004768372","4.120000004768372"
"9472000","4.989999949932098","4.989999949932098","4.989999949932098"
"9536000","4.850000023841858","4.850000023841858","4.850000023841858"
"9600000","5.169999837875366","5.169999837875366","5.169999837875366"
"9664000","5.600000083446503","5.600000083446503","5.600000083446503"
"9728000","6.0899999141693115","6.0899999141693115","6.0899999141693115"
"9792000","6.299999952316284","6.299999952316284","6.299999952316284"
"9856000","6.489999890327454","6.489999890327454","6.489999890327454"
"9920000","6.479999899864197","6.479999899864197","6.479999899864197"
"9984000","6.699999928474426","6.699999928474426","6.699999928474426"
"10048000","6.919999837875366","6.919999837875366","6.919999837875366"
