"Step","coin4_cbaminequity_aversion - SW_ep_rew_total","coin4_cbaminequity_aversion - SW_ep_rew_total__MIN","coin4_cbaminequity_aversion - SW_ep_rew_total__MAX"
"2432000","-5.540000081062317","-5.540000081062317","-5.540000081062317"
"2496000","-6.639999598264694","-6.639999598264694","-6.639999598264694"
"2560000","-4.699999690055847","-4.699999690055847","-4.699999690055847"
"2624000","-5.240000128746033","-5.240000128746033","-5.240000128746033"
"2688000","-6.920000314712524","-6.920000314712524","-6.920000314712524"
"2752000","-4.699999809265137","-4.699999809265137","-4.699999809265137"
"2816000","-6.21999979019165","-6.21999979019165","-6.21999979019165"
"2880000","-5.220000267028809","-5.220000267028809","-5.220000267028809"
"2944000","-6.779999852180481","-6.779999852180481","-6.779999852180481"
"3008000","-6.090000092983246","-6.090000092983246","-6.090000092983246"
"3072000","-6.160000443458557","-6.160000443458557","-6.160000443458557"
"3136000","-3.6600004732608795","-3.6600004732608795","-3.6600004732608795"
"3200000","-6.540000081062317","-6.540000081062317","-6.540000081062317"
"3264000","-6.999999821186066","-6.999999821186066","-6.999999821186066"
"3328000","-4.880000352859497","-4.880000352859497","-4.880000352859497"
"3392000","-6.220000267028809","-6.220000267028809","-6.220000267028809"
"3456000","-8.56000018119812","-8.56000018119812","-8.56000018119812"
"3520000","-8.569999933242798","-8.569999933242798","-8.569999933242798"
"3584000","-5.680000305175781","-5.680000305175781","-5.680000305175781"
"3648000","-5.7999995946884155","-5.7999995946884155","-5.7999995946884155"
"3712000","-5.839999675750732","-5.839999675750732","-5.839999675750732"
"3776000","-6.359999895095825","-6.359999895095825","-6.359999895095825"
"3840000","-5.63999992236495","-5.63999992236495","-5.63999992236495"
"3904000","-4.339999847114086","-4.339999847114086","-4.339999847114086"
"3968000","-5.960000038146973","-5.960000038146973","-5.960000038146973"
"4032000","-4.300000162795186","-4.300000162795186","-4.300000162795186"
"4096000","-6.939999759197235","-6.939999759197235","-6.939999759197235"
"4160000","-6.019999980926514","-6.019999980926514","-6.019999980926514"
"4224000","-6.400000095367432","-6.400000095367432","-6.400000095367432"
"4288000","-5.12999963760376","-5.12999963760376","-5.12999963760376"
"4352000","-4.679999828338623","-4.679999828338623","-4.679999828338623"
"4416000","-4.879999876022339","-4.879999876022339","-4.879999876022339"
"4480000","-5.920000195503235","-5.920000195503235","-5.920000195503235"
"4544000","-5.019999861717224","-5.019999861717224","-5.019999861717224"
"4608000","-5.550000190734863","-5.550000190734863","-5.550000190734863"
"4672000","-5.180000066757202","-5.180000066757202","-5.180000066757202"
"4736000","-4.160000324249268","-4.160000324249268","-4.160000324249268"
"4800000","-4.940000057220459","-4.940000057220459","-4.940000057220459"
"4864000","-5.02000055462122","-5.02000055462122","-5.02000055462122"
"4928000","-5.1799998469650745","-5.1799998469650745","-5.1799998469650745"
"4992000","-3.9799997806549072","-3.9799997806549072","-3.9799997806549072"
"5056000","-4.4599995613098145","-4.4599995613098145","-4.4599995613098145"
"5120000","-5.080000340938568","-5.080000340938568","-5.080000340938568"
"5184000","-4.0400002002716064","-4.0400002002716064","-4.0400002002716064"
"5248000","-8.019999980926514","-8.019999980926514","-8.019999980926514"
"5312000","-4.580000102519989","-4.580000102519989","-4.580000102519989"
"5376000","-5.539999842643738","-5.539999842643738","-5.539999842643738"
"5440000","-3.660000115633011","-3.660000115633011","-3.660000115633011"
"5504000","-5.679999589920044","-5.679999589920044","-5.679999589920044"
"5568000","-5.819999992847443","-5.819999992847443","-5.819999992847443"
"5632000","-4.919999718666077","-4.919999718666077","-4.919999718666077"
"5696000","-5.220000445842743","-5.220000445842743","-5.220000445842743"
"5760000","-6.899999693036079","-6.899999693036079","-6.899999693036079"
"5824000","-3.930000066757202","-3.930000066757202","-3.930000066757202"
"5888000","-5.739999860525131","-5.739999860525131","-5.739999860525131"
"5952000","-5.830000340938568","-5.830000340938568","-5.830000340938568"
"6016000","-5.139999896287918","-5.139999896287918","-5.139999896287918"
"6080000","-5.139999866485596","-5.139999866485596","-5.139999866485596"
"6144000","-5.480000138282776","-5.480000138282776","-5.480000138282776"
"6208000","-3.580000266432762","-3.580000266432762","-3.580000266432762"
"6272000","-5.039999842643738","-5.039999842643738","-5.039999842643738"
"6336000","-4.2600002735853195","-4.2600002735853195","-4.2600002735853195"
"6400000","-5.300000250339508","-5.300000250339508","-5.300000250339508"
"6464000","-5.959999784827232","-5.959999784827232","-5.959999784827232"
"6528000","-4.93999969959259","-4.93999969959259","-4.93999969959259"
"6592000","-4.939999878406525","-4.939999878406525","-4.939999878406525"
"6656000","-5.82000008225441","-5.82000008225441","-5.82000008225441"
"6720000","-6.84000039100647","-6.84000039100647","-6.84000039100647"
"6784000","-3.5600001215934753","-3.5600001215934753","-3.5600001215934753"
"6848000","-5.440000146627426","-5.440000146627426","-5.440000146627426"
"6912000","-5.680000126361847","-5.680000126361847","-5.680000126361847"
"6976000","-5.559999585151672","-5.559999585151672","-5.559999585151672"
"7040000","-3.2799999117851257","-3.2799999117851257","-3.2799999117851257"
"7104000","-6.029999852180481","-6.029999852180481","-6.029999852180481"
"7168000","-6.040000140666962","-6.040000140666962","-6.040000140666962"
"7232000","-7.0400002002716064","-7.0400002002716064","-7.0400002002716064"
"7296000","-4.939999580383301","-4.939999580383301","-4.939999580383301"
"7360000","-6.5799994468688965","-6.5799994468688965","-6.5799994468688965"
"7424000","-6.639999687671661","-6.639999687671661","-6.639999687671661"
"7488000","-5.319999933242798","-5.319999933242798","-5.319999933242798"
"7552000","-7.9800004959106445","-7.9800004959106445","-7.9800004959106445"
"7616000","-4.960000157356262","-4.960000157356262","-4.960000157356262"
"7680000","-5.9899996519088745","-5.9899996519088745","-5.9899996519088745"
"7744000","-5.620000064373016","-5.620000064373016","-5.620000064373016"
"7808000","-6.200000047683716","-6.200000047683716","-6.200000047683716"
"7872000","-5.579999923706055","-5.579999923706055","-5.579999923706055"
"7936000","-4.020000070333481","-4.020000070333481","-4.020000070333481"
"8000000","-4.449999749660492","-4.449999749660492","-4.449999749660492"
"8064000","-4.35999995470047","-4.35999995470047","-4.35999995470047"
"8128000","-5.779999762773514","-5.779999762773514","-5.779999762773514"
"8192000","-5.439999580383301","-5.439999580383301","-5.439999580383301"
"8256000","-5.679999947547913","-5.679999947547913","-5.679999947547913"
"8320000","-4.499999716877937","-4.499999716877937","-4.499999716877937"
"8384000","-5.560000061988831","-5.560000061988831","-5.560000061988831"
"8448000","-3.640000104904175","-3.640000104904175","-3.640000104904175"
"8512000","-7.539999723434448","-7.539999723434448","-7.539999723434448"
"8576000","-5.860000044107437","-5.860000044107437","-5.860000044107437"
"8640000","-4.559999510645866","-4.559999510645866","-4.559999510645866"
"8704000","-4.799999892711639","-4.799999892711639","-4.799999892711639"
"8768000","-4.720000207424164","-4.720000207424164","-4.720000207424164"
"8832000","-4.319999918341637","-4.319999918341637","-4.319999918341637"
"8896000","-6.379999995231628","-6.379999995231628","-6.379999995231628"
"8960000","-4.4200000166893005","-4.4200000166893005","-4.4200000166893005"
"9024000","-6.15999998152256","-6.15999998152256","-6.15999998152256"
"9088000","-5.020000129938126","-5.020000129938126","-5.020000129938126"
"9152000","-4.019999802112579","-4.019999802112579","-4.019999802112579"
"9216000","-5.479999899864197","-5.479999899864197","-5.479999899864197"
"9280000","-5.280000038444996","-5.280000038444996","-5.280000038444996"
"9344000","-5.559999695047736","-5.559999695047736","-5.559999695047736"
"9408000","-4.020000100135803","-4.020000100135803","-4.020000100135803"
"9472000","-5.720000058412552","-5.720000058412552","-5.720000058412552"
"9536000","-5.359999895095825","-5.359999895095825","-5.359999895095825"
"9600000","-4.600000083446503","-4.600000083446503","-4.600000083446503"
"9664000","-5.340000137686729","-5.340000137686729","-5.340000137686729"
"9728000","-3.8800001740455627","-3.8800001740455627","-3.8800001740455627"
"9792000","-5.299999713897705","-5.299999713897705","-5.299999713897705"
"9856000","-5.859999923035502","-5.859999923035502","-5.859999923035502"
"9920000","-7.019999742507935","-7.019999742507935","-7.019999742507935"
"9984000","-4.679999887943268","-4.679999887943268","-4.679999887943268"
"10048000","-6.139999955892563","-6.139999955892563","-6.139999955892563"
