"Step","cleanup_0.3_0.0_0.85_0.015_cbambaseline - SW_ep_rew_total","cleanup_0.3_0.0_0.85_0.015_cbambaseline - SW_ep_rew_total__MIN","cleanup_0.3_0.0_0.85_0.015_cbambaseline - SW_ep_rew_total__MAX"
"9088000","11.300000190734863","11.300000190734863","11.300000190734863"
"9152000","12.450000047683716","12.450000047683716","12.450000047683716"
"9216000","12.710000038146973","12.710000038146973","12.710000038146973"
"9280000","13.279999732971191","13.279999732971191","13.279999732971191"
"9344000","13.339999914169312","13.339999914169312","13.339999914169312"
"9408000","13.579999923706055","13.579999923706055","13.579999923706055"
"9472000","14.020000100135803","14.020000100135803","14.020000100135803"
"9536000","14.570000171661377","14.570000171661377","14.570000171661377"
"9600000","14.700000047683716","14.700000047683716","14.700000047683716"
"9664000","14.200000047683716","14.200000047683716","14.200000047683716"
"9728000","14.849999904632568","14.849999904632568","14.849999904632568"
"9792000","15.119999647140503","15.119999647140503","15.119999647140503"
"9856000","14.59000015258789","14.59000015258789","14.59000015258789"
"9920000","14.31000018119812","14.31000018119812","14.31000018119812"
"9984000","14.670000076293945","14.670000076293945","14.670000076293945"
"10048000","15.050000190734863","15.050000190734863","15.050000190734863"
