Step,cleanup_cbaminequity_aversion - SW_ep_rew_total,cleanup_cbaminequity_aversion - SW_ep_rew_total__MIN,cleanup_cbaminequity_aversion - SW_ep_rew_total__MAX
2688000,-5.734990268945694,-5.734990268945694,-5.734990268945694
2752000,-6.5874903202056885,-6.5874903202056885,-6.5874903202056885
2816000,-5.1774907913059,-5.1774907913059,-5.1774907913059
2880000,-2.837490439414978,-2.837490439414978,-2.837490439414978
2944000,-0.6899894922971725,-0.6899894922971725,-0.6899894922971725
3008000,4.4450021386146545,4.4450021386146545,4.4450021386146545
3072000,2.1625084578990936,2.1625084578990936,2.1625084578990936
3136000,3.8675056993961334,3.8675056993961334,3.8675056993961334
3200000,7.840001672506332,7.840001672506332,7.840001672506332
3264000,9.887502387166023,9.887502387166023,9.887502387166023
3328000,8.717500627040863,8.717500627040863,8.717500627040863
3392000,7.707501374185085,7.707501374185085,7.707501374185085
3456000,9.952502191066742,9.952502191066742,9.952502191066742
3520000,12.312502384185791,12.312502384185791,12.312502384185791
3584000,11.727499842643738,11.727499842643738,11.727499842643738
3648000,11.52250149846077,11.52250149846077,11.52250149846077
3712000,11.657500982284546,11.657500982284546,11.657500982284546
3776000,11.052500605583191,11.052500605583191,11.052500605583191
3840000,8.282500505447388,8.282500505447388,8.282500505447388
3904000,7.422500014305115,7.422500014305115,7.422500014305115
3968000,8.887500047683716,8.887500047683716,8.887500047683716
4032000,8.955000877380371,8.955000877380371,8.955000877380371
4096000,8.127499461174011,8.127499461174011,8.127499461174011
4160000,7.837499260902405,7.837499260902405,7.837499260902405
4224000,6.5050002336502075,6.5050002336502075,6.5050002336502075
4288000,7.2125004529953,7.2125004529953,7.2125004529953
4352000,9.202499032020569,9.202499032020569,9.202499032020569
4416000,9.182500004768372,9.182500004768372,9.182500004768372
4480000,8.142499566078186,8.142499566078186,8.142499566078186
4544000,7.597499191761017,7.597499191761017,7.597499191761017
4608000,5.5624993443489075,5.5624993443489075,5.5624993443489075
4672000,6.664999306201935,6.664999306201935,6.664999306201935
4736000,6.279999256134033,6.279999256134033,6.279999256134033
4800000,5.717499256134033,5.717499256134033,5.717499256134033
4864000,5.129999041557312,5.129999041557312,5.129999041557312
4928000,4.207499325275421,4.207499325275421,4.207499325275421
4992000,3.3599997460842133,3.3599997460842133,3.3599997460842133
5056000,4.212499141693115,4.212499141693115,4.212499141693115
5120000,4.539999544620514,4.539999544620514,4.539999544620514
5184000,4.127499461174011,4.127499461174011,4.127499461174011
5248000,4.079999566078186,4.079999566078186,4.079999566078186
5312000,4.224999487400055,4.224999487400055,4.224999487400055
5376000,3.7874995470046997,3.7874995470046997,3.7874995470046997
5440000,3.024999678134918,3.024999678134918,3.024999678134918
5504000,2.7399997264146805,2.7399997264146805,2.7399997264146805
5568000,2.3374997824430466,2.3374997824430466,2.3374997824430466
5632000,1.9599997252225876,1.9599997252225876,1.9599997252225876
5696000,2.3774997293949127,2.3774997293949127,2.3774997293949127
5760000,2.7949997782707214,2.7949997782707214,2.7949997782707214
5824000,1.7349998205900192,1.7349998205900192,1.7349998205900192
5888000,2.1749997287988663,2.1749997287988663,2.1749997287988663
5952000,2.294999659061432,2.294999659061432,2.294999659061432
6016000,2.3799997568130493,2.3799997568130493,2.3799997568130493
6080000,1.6999997273087502,1.6999997273087502,1.6999997273087502
6144000,1.5724998954683542,1.5724998954683542,1.5724998954683542
6208000,2.0099999010562897,2.0099999010562897,2.0099999010562897
6272000,2.1324997693300247,2.1324997693300247,2.1324997693300247
6336000,2.142499804496765,2.142499804496765,2.142499804496765
6400000,1.9449998140335083,1.9449998140335083,1.9449998140335083
6464000,1.8424999415874481,1.8424999415874481,1.8424999415874481
6528000,0.6774999648332596,0.6774999648332596,0.6774999648332596
6592000,1.2749998420476913,1.2749998420476913,1.2749998420476913
6656000,1.4149998649954796,1.4149998649954796,1.4149998649954796
6720000,1.6174997389316559,1.6174997389316559,1.6174997389316559
6784000,1.6224998831748962,1.6224998831748962,1.6224998831748962
6848000,1.7149998992681503,1.7149998992681503,1.7149998992681503
6912000,1.7299997359514236,1.7299997359514236,1.7299997359514236
6976000,1.6424997746944427,1.6424997746944427,1.6424997746944427
7040000,1.5274998843669891,1.5274998843669891,1.5274998843669891
7104000,1.6399998664855957,1.6399998664855957,1.6399998664855957
7168000,1.6849999725818634,1.6849999725818634,1.6849999725818634
7232000,1.7124997824430466,1.7124997824430466,1.7124997824430466
7296000,1.942499816417694,1.942499816417694,1.942499816417694
7360000,2.132499635219574,2.132499635219574,2.132499635219574
7424000,2.3249998688697815,2.3249998688697815,2.3249998688697815
7488000,2.559999644756317,2.559999644756317,2.559999644756317
7552000,2.8924997448921204,2.8924997448921204,2.8924997448921204
7616000,3.2324995398521423,3.2324995398521423,3.2324995398521423
7680000,2.9199994653463364,2.9199994653463364,2.9199994653463364
7744000,2.9774996489286423,2.9774996489286423,2.9774996489286423
7808000,3.0674996376037598,3.0674996376037598,3.0674996376037598
7872000,2.9399995505809784,2.9399995505809784,2.9399995505809784
7936000,2.6549995839595795,2.6549995839595795,2.6549995839595795
8000000,2.867499500513077,2.867499500513077,2.867499500513077
8064000,3.047499567270279,3.047499567270279,3.047499567270279
8128000,2.8599997758865356,2.8599997758865356,2.8599997758865356
8192000,3.012499660253525,3.012499660253525,3.012499660253525
8256000,2.5949997901916504,2.5949997901916504,2.5949997901916504
8320000,2.6399996876716614,2.6399996876716614,2.6399996876716614
8384000,2.6949996054172516,2.6949996054172516,2.6949996054172516
8448000,2.7224998772144318,2.7224998772144318,2.7224998772144318
8512000,2.5449997186660767,2.5449997186660767,2.5449997186660767
8576000,2.622499644756317,2.622499644756317,2.622499644756317
8640000,2.862499862909317,2.862499862909317,2.862499862909317
8704000,3.1699993014335632,3.1699993014335632,3.1699993014335632
8768000,3.2074994146823883,3.2074994146823883,3.2074994146823883
8832000,3.104999542236328,3.104999542236328,3.104999542236328
8896000,3.102499783039093,3.102499783039093,3.102499783039093
8960000,3.1774997264146805,3.1774997264146805,3.1774997264146805
9024000,3.2900000512599945,3.2900000512599945,3.2900000512599945
9088000,3.1874998211860657,3.1874998211860657,3.1874998211860657
9152000,2.7724995613098145,2.7724995613098145,2.7724995613098145
9216000,3.1024998277425766,3.1024998277425766,3.1024998277425766
9280000,3.434999704360962,3.434999704360962,3.434999704360962
9344000,3.627499371767044,3.627499371767044,3.627499371767044
9408000,3.6324996799230576,3.6324996799230576,3.6324996799230576
9472000,3.477499544620514,3.477499544620514,3.477499544620514
9536000,3.504999577999115,3.504999577999115,3.504999577999115
9600000,3.524999290704727,3.524999290704727,3.524999290704727
9664000,4.082499742507935,4.082499742507935,4.082499742507935
9728000,4.22499942779541,4.22499942779541,4.22499942779541
9792000,3.7749995589256287,3.7749995589256287,3.7749995589256287
9856000,4.004999458789825,4.004999458789825,4.004999458789825
9920000,3.617499530315399,3.617499530315399,3.617499530315399
9984000,3.3449997007846832,3.3449997007846832,3.3449997007846832
10048000,3.4174997210502625,3.4174997210502625,3.4174997210502625
10112000,3.2549994587898254,3.2549994587898254,3.2549994587898254
10176000,3.2299998104572296,3.2299998104572296,3.2299998104572296
10240000,3.304999589920044,3.304999589920044,3.304999589920044
10304000,3.6399990916252136,3.6399990916252136,3.6399990916252136
10368000,3.9599997997283936,3.9599997997283936,3.9599997997283936
10432000,3.9374993443489075,3.9374993443489075,3.9374993443489075
10496000,3.709999591112137,3.709999591112137,3.709999591112137
10560000,4.234999358654022,4.234999358654022,4.234999358654022
10624000,4.204999327659607,4.204999327659607,4.204999327659607
10688000,3.8974992632865906,3.8974992632865906,3.8974992632865906
10752000,4.009999364614487,4.009999364614487,4.009999364614487
10816000,3.9324997067451477,3.9324997067451477,3.9324997067451477
10880000,3.6174996495246887,3.6174996495246887,3.6174996495246887
10944000,3.4799995720386505,3.4799995720386505,3.4799995720386505
11008000,3.362499386072159,3.362499386072159,3.362499386072159
11072000,3.44249951839447,3.44249951839447,3.44249951839447
11136000,3.5024994611740112,3.5024994611740112,3.5024994611740112
11200000,3.6149997413158417,3.6149997413158417,3.6149997413158417
11264000,3.547499507665634,3.547499507665634,3.547499507665634
11328000,3.6699994057416916,3.6699994057416916,3.6699994057416916
11392000,3.6499997973442078,3.6499997973442078,3.6499997973442078
11456000,3.83249968290329,3.83249968290329,3.83249968290329
11520000,4.042499750852585,4.042499750852585,4.042499750852585
11584000,4.022499650716782,4.022499650716782,4.022499650716782
11648000,4.3774994015693665,4.3774994015693665,4.3774994015693665
11712000,4.652499437332153,4.652499437332153,4.652499437332153
11776000,4.639999806880951,4.639999806880951,4.639999806880951
11840000,4.587499409914017,4.587499409914017,4.587499409914017
11904000,4.759999394416809,4.759999394416809,4.759999394416809
11968000,4.8324995040893555,4.8324995040893555,4.8324995040893555
12032000,5.189999639987946,5.189999639987946,5.189999639987946
12096000,5.349999010562897,5.349999010562897,5.349999010562897
12160000,5.17999929189682,5.17999929189682,5.17999929189682
12224000,5.314999461174011,5.314999461174011,5.314999461174011
12288000,5.1324989795684814,5.1324989795684814,5.1324989795684814
12352000,4.554999351501465,4.554999351501465,4.554999351501465
12416000,4.889999508857727,4.889999508857727,4.889999508857727
12480000,4.689999341964722,4.689999341964722,4.689999341964722
12544000,4.782499551773071,4.782499551773071,4.782499551773071
12608000,4.8899993896484375,4.8899993896484375,4.8899993896484375
12672000,4.807499408721924,4.807499408721924,4.807499408721924
12736000,5.114999711513519,5.114999711513519,5.114999711513519
12800000,5.174999535083771,5.174999535083771,5.174999535083771
12864000,4.797499358654022,4.797499358654022,4.797499358654022
12928000,4.634999185800552,4.634999185800552,4.634999185800552
12992000,4.672499358654022,4.672499358654022,4.672499358654022
13056000,4.929999351501465,4.929999351501465,4.929999351501465
13120000,4.42749947309494,4.42749947309494,4.42749947309494
13184000,4.202499330043793,4.202499330043793,4.202499330043793
13248000,4.257500171661377,4.257500171661377,4.257500171661377
13312000,4.262499451637268,4.262499451637268,4.262499451637268
13376000,4.665000021457672,4.665000021457672,4.665000021457672
13440000,4.517499327659607,4.517499327659607,4.517499327659607
13504000,4.35249936580658,4.35249936580658,4.35249936580658
13568000,4.227499723434448,4.227499723434448,4.227499723434448
13632000,4.2524994015693665,4.2524994015693665,4.2524994015693665
13696000,4.3324995040893555,4.3324995040893555,4.3324995040893555
13760000,4.712499558925629,4.712499558925629,4.712499558925629
13824000,4.364999294281006,4.364999294281006,4.364999294281006
13888000,4.232499659061432,4.232499659061432,4.232499659061432
13952000,4.477499812841415,4.477499812841415,4.477499812841415
14016000,4.494999200105667,4.494999200105667,4.494999200105667
14080000,4.254999339580536,4.254999339580536,4.254999339580536
14144000,4.169999301433563,4.169999301433563,4.169999301433563
14208000,4.414999604225159,4.414999604225159,4.414999604225159
14272000,4.534999370574951,4.534999370574951,4.534999370574951
14336000,4.48999947309494,4.48999947309494,4.48999947309494
14400000,4.597499430179596,4.597499430179596,4.597499430179596
14464000,4.132499635219574,4.132499635219574,4.132499635219574
14528000,3.7674995958805084,3.7674995958805084,3.7674995958805084
14592000,4.109999597072601,4.109999597072601,4.109999597072601
14656000,4.277499496936798,4.277499496936798,4.277499496936798
14720000,4.424999117851257,4.424999117851257,4.424999117851257
14784000,4.267499923706055,4.267499923706055,4.267499923706055
14848000,4.229999542236328,4.229999542236328,4.229999542236328
14912000,4.272499620914459,4.272499620914459,4.272499620914459
14976000,4.034999191761017,4.034999191761017,4.034999191761017
15040000,3.9799998104572296,3.9799998104572296,3.9799998104572296
15104000,4.279999196529388,4.279999196529388,4.279999196529388
15168000,4.507499694824219,4.507499694824219,4.507499694824219
15232000,4.654999256134033,4.654999256134033,4.654999256134033
15296000,4.679999589920044,4.679999589920044,4.679999589920044
15360000,4.3199993669986725,4.3199993669986725,4.3199993669986725
15424000,4.0749993324279785,4.0749993324279785,4.0749993324279785
15488000,3.9824994802474976,3.9824994802474976,3.9824994802474976
15552000,3.824999511241913,3.824999511241913,3.824999511241913
15616000,4.2924995720386505,4.2924995720386505,4.2924995720386505
15680000,4.64249974489212,4.64249974489212,4.64249974489212
15744000,4.06499969959259,4.06499969959259,4.06499969959259
15808000,3.7174994349479675,3.7174994349479675,3.7174994349479675
15872000,4.124999642372131,4.124999642372131,4.124999642372131
15936000,4.569999396800995,4.569999396800995,4.569999396800995
16000000,4.774999618530273,4.774999618530273,4.774999618530273
16064000,4.3424995839595795,4.3424995839595795,4.3424995839595795
16128000,4.447499543428421,4.447499543428421,4.447499543428421
16192000,4.332499727606773,4.332499727606773,4.332499727606773
16256000,4.36749941110611,4.36749941110611,4.36749941110611
16320000,3.587499752640724,3.587499752640724,3.587499752640724
16384000,3.6699996441602707,3.6699996441602707,3.6699996441602707
16448000,4.877499282360077,4.877499282360077,4.877499282360077
16512000,4.769999384880066,4.769999384880066,4.769999384880066
16576000,4.687499701976776,4.687499701976776,4.687499701976776
16640000,4.2574997544288635,4.2574997544288635,4.2574997544288635
16704000,4.414999723434448,4.414999723434448,4.414999723434448
16768000,4.017499625682831,4.017499625682831,4.017499625682831
16832000,4.339999437332153,4.339999437332153,4.339999437332153
16896000,4.364999353885651,4.364999353885651,4.364999353885651
16960000,4.484999358654022,4.484999358654022,4.484999358654022
17024000,4.349999248981476,4.349999248981476,4.349999248981476
17088000,4.482499420642853,4.482499420642853,4.482499420642853
17152000,4.307499587535858,4.307499587535858,4.307499587535858
17216000,4.42749947309494,4.42749947309494,4.42749947309494
17280000,4.354999482631683,4.354999482631683,4.354999482631683
17344000,4.537499487400055,4.537499487400055,4.537499487400055
17408000,4.622499465942383,4.622499465942383,4.622499465942383
17472000,4.244999349117279,4.244999349117279,4.244999349117279
17536000,4.542499363422394,4.542499363422394,4.542499363422394
17600000,4.374999642372131,4.374999642372131,4.374999642372131
17664000,4.5424991846084595,4.5424991846084595,4.5424991846084595
17728000,4.177499532699585,4.177499532699585,4.177499532699585
17792000,3.804999604821205,3.804999604821205,3.804999604821205
17856000,3.9449996054172516,3.9449996054172516,3.9449996054172516
17920000,4.24249929189682,4.24249929189682,4.24249929189682
17984000,4.274999529123306,4.274999529123306,4.274999529123306
18048000,4.022499531507492,4.022499531507492,4.022499531507492
18112000,4.199999392032623,4.199999392032623,4.199999392032623
18176000,4.259999573230743,4.259999573230743,4.259999573230743
18240000,4.489999413490295,4.489999413490295,4.489999413490295
18304000,4.8774994015693665,4.8774994015693665,4.8774994015693665
18368000,4.949999213218689,4.949999213218689,4.949999213218689
18432000,4.654999792575836,4.654999792575836,4.654999792575836
18496000,4.304999530315399,4.304999530315399,4.304999530315399
18560000,4.714999079704285,4.714999079704285,4.714999079704285
18624000,4.582499325275421,4.582499325275421,4.582499325275421
18688000,4.382499098777771,4.382499098777771,4.382499098777771
18752000,4.219999402761459,4.219999402761459,4.219999402761459
18816000,4.152499556541443,4.152499556541443,4.152499556541443
18880000,4.437499642372131,4.437499642372131,4.437499642372131
18944000,4.167499125003815,4.167499125003815,4.167499125003815
19008000,4.522499263286591,4.522499263286591,4.522499263286591
19072000,4.214999496936798,4.214999496936798,4.214999496936798
19136000,4.067499220371246,4.067499220371246,4.067499220371246
19200000,4.149999678134918,4.149999678134918,4.149999678134918
19264000,4.092499077320099,4.092499077320099,4.092499077320099
19328000,4.507499814033508,4.507499814033508,4.507499814033508
19392000,4.399999618530273,4.399999618530273,4.399999618530273
19456000,4.389999240636826,4.389999240636826,4.389999240636826
19520000,4.287499785423279,4.287499785423279,4.287499785423279
19584000,4.112499505281448,4.112499505281448,4.112499505281448
19648000,4.217499405145645,4.217499405145645,4.217499405145645
19712000,4.282499402761459,4.282499402761459,4.282499402761459
19776000,4.1674994975328445,4.1674994975328445,4.1674994975328445
19840000,4.522498980164528,4.522498980164528,4.522498980164528
19904000,4.657499194145203,4.657499194145203,4.657499194145203
19968000,4.20749968290329,4.20749968290329,4.20749968290329
