"Step","Job Type: training - SW_ep_rew_mean","Job Type: training - SW_ep_rew_mean__MIN","Job Type: training - SW_ep_rew_mean__MAX"
"25024000","-0.9333333174387614","-0.9333333174387614","-0.9333333174387614"
"25088000","-0.9533333778381348","-0.9533333778381348","-0.9533333778381348"
"25152000","-1.393333375453949","-1.393333375453949","-1.393333375453949"
"25216000","-0.7600000699361166","-0.7600000699361166","-0.7600000699361166"
"25280000","-0.8399999936421713","-0.8399999936421713","-0.8399999936421713"
"25344000","-0.40666663646698","-0.40666663646698","-0.40666663646698"
"25408000","-1.0733333428700764","-1.0733333428700764","-1.0733333428700764"
"25472000","-0.7000001271565756","-0.7000001271565756","-0.7000001271565756"
"25536000","-0.8833333651224772","-0.8833333651224772","-0.8833333651224772"
"25600000","-0.9733333587646484","-0.9733333587646484","-0.9733333587646484"
"25664000","-1.256666660308838","-1.256666660308838","-1.256666660308838"
"25728000","-1.2333334212501843","-1.2333334212501843","-1.2333334212501843"
"25792000","-0.796666701634725","-0.796666701634725","-0.796666701634725"
"25856000","-0.5200000603993734","-0.5200000603993734","-0.5200000603993734"
"25920000","-0.3200000325838725","-0.3200000325838725","-0.3200000325838725"
"25984000","-0.8333332538604736","-0.8333332538604736","-0.8333332538604736"
"26048000","-1.1466666460037231","-1.1466666460037231","-1.1466666460037231"
"26112000","-0.9133332520723343","-0.9133332520723343","-0.9133332520723343"
"26176000","-0.9600000778834025","-0.9600000778834025","-0.9600000778834025"
"26240000","-0.7733333110809326","-0.7733333110809326","-0.7733333110809326"
"26304000","-1.1733333269755046","-1.1733333269755046","-1.1733333269755046"
"26368000","-0.7733332912127177","-0.7733332912127177","-0.7733332912127177"
"26432000","-1.106666624546051","-1.106666624546051","-1.106666624546051"
"26496000","-1.4866666595141094","-1.4866666595141094","-1.4866666595141094"
"26560000","-1.6200000445048015","-1.6200000445048015","-1.6200000445048015"
"26624000","-1.3600000937779744","-1.3600000937779744","-1.3600000937779744"
"26688000","-0.8999999761581421","-0.8999999761581421","-0.8999999761581421"
"26752000","-1.006666620572408","-1.006666620572408","-1.006666620572408"
"26816000","-0.7599999308586121","-0.7599999308586121","-0.7599999308586121"
"26880000","-0.7000000476837158","-0.7000000476837158","-0.7000000476837158"
"26944000","-1.1000000437100728","-1.1000000437100728","-1.1000000437100728"
"27008000","-0.7799999713897705","-0.7799999713897705","-0.7799999713897705"
"27072000","-1.1199999451637268","-1.1199999451637268","-1.1199999451637268"
"27136000","-0.8000000317891439","-0.8000000317891439","-0.8000000317891439"
"27200000","-1.0266666412353516","-1.0266666412353516","-1.0266666412353516"
"27264000","-0.8800000349680582","-0.8800000349680582","-0.8800000349680582"
"27328000","-1.0600000421206157","-1.0600000421206157","-1.0600000421206157"
"27392000","-0.8800000747044882","-0.8800000747044882","-0.8800000747044882"
"27456000","-0.9300000270207723","-0.9300000270207723","-0.9300000270207723"
"27520000","-0.8533332968751589","-0.8533332968751589","-0.8533332968751589"
"27584000","-0.8933334002892176","-0.8933334002892176","-0.8933334002892176"
"27648000","-0.8799999952316284","-0.8799999952316284","-0.8799999952316284"
"27712000","-0.806666632493337","-0.806666632493337","-0.806666632493337"
"27776000","-1.0866666436195374","-1.0866666436195374","-1.0866666436195374"
"27840000","-0.8799999157587687","-0.8799999157587687","-0.8799999157587687"
"27904000","-0.6199999998013178","-0.6199999998013178","-0.6199999998013178"
"27968000","-0.6533333137631416","-0.6533333137631416","-0.6533333137631416"
"28032000","-1.0200000206629436","-1.0200000206629436","-1.0200000206629436"
"28096000","-0.8066666920979818","-0.8066666920979818","-0.8066666920979818"
"28160000","-0.5866666833559672","-0.5866666833559672","-0.5866666833559672"
"28224000","-1.0733333031336467","-1.0733333031336467","-1.0733333031336467"
"28288000","-0.940000037352244","-0.940000037352244","-0.940000037352244"
"28352000","-0.819999948143959","-0.819999948143959","-0.819999948143959"
"28416000","-1.0466666221618652","-1.0466666221618652","-1.0466666221618652"
"28480000","-1.1966666380564372","-1.1966666380564372","-1.1966666380564372"
"28544000","-0.9600000182787577","-0.9600000182787577","-0.9600000182787577"
"28608000","-0.5999999841054281","-0.5999999841054281","-0.5999999841054281"
"28672000","-1.1666666318972905","-1.1666666318972905","-1.1666666318972905"
"28736000","-0.2866666316986084","-0.2866666316986084","-0.2866666316986084"
"28800000","-1.2733333508173625","-1.2733333508173625","-1.2733333508173625"
"28864000","-1.266666740179062","-1.266666740179062","-1.266666740179062"
"28928000","-0.5700000524520874","-0.5700000524520874","-0.5700000524520874"
"28992000","-0.940000057220459","-0.940000057220459","-0.940000057220459"
"29056000","-1","-1","-1"
"29120000","-1.2399999698003132","-1.2399999698003132","-1.2399999698003132"
"29184000","-0.6399999459584554","-0.6399999459584554","-0.6399999459584554"
"29248000","-1.09333336353302","-1.09333336353302","-1.09333336353302"
"29312000","-1.09333340326945","-1.09333340326945","-1.09333340326945"
"29376000","-1.2866667211055756","-1.2866667211055756","-1.2866667211055756"
"29440000","-1.2466665506362915","-1.2466665506362915","-1.2466665506362915"
"29504000","-0.5599999825159708","-0.5599999825159708","-0.5599999825159708"
"29568000","-0.7199999491373698","-0.7199999491373698","-0.7199999491373698"
"29632000","-0.8266667127609253","-0.8266667127609253","-0.8266667127609253"
"29696000","-1.7266665995121002","-1.7266665995121002","-1.7266665995121002"
"29760000","-0.8799999952316284","-0.8799999952316284","-0.8799999952316284"
"29824000","-1.0133333603541057","-1.0133333603541057","-1.0133333603541057"
"29888000","-0.48000001907348633","-0.48000001907348633","-0.48000001907348633"
"29952000","-1.4799999793370564","-1.4799999793370564","-1.4799999793370564"
"30016000","-0.9399999876817068","-0.9399999876817068","-0.9399999876817068"
"30080000","-0.6533332665761312","-0.6533332665761312","-0.6533332665761312"
"30144000","-0.9066665967305502","-0.9066665967305502","-0.9066665967305502"
"30208000","-0.8533332745234171","-0.8533332745234171","-0.8533332745234171"
"30272000","-0.8066667318344116","-0.8066667318344116","-0.8066667318344116"
"30336000","-1.0800000031789143","-1.0800000031789143","-1.0800000031789143"
"30400000","-0.5933333188295364","-0.5933333188295364","-0.5933333188295364"
"30464000","-0.9466666777928671","-0.9466666777928671","-0.9466666777928671"
"30528000","-0.9000000754992167","-0.9000000754992167","-0.9000000754992167"
"30592000","-0.5833333532015482","-0.5833333532015482","-0.5833333532015482"
"30656000","-0.940000077088674","-0.940000077088674","-0.940000077088674"
"30720000","-0.7733333110809326","-0.7733333110809326","-0.7733333110809326"
"30784000","-0.8200000723203024","-0.8200000723203024","-0.8200000723203024"
"30848000","-1.233333299557368","-1.233333299557368","-1.233333299557368"
"30912000","-1.1600000063578289","-1.1600000063578289","-1.1600000063578289"
"30976000","-0.6133334040641785","-0.6133334040641785","-0.6133334040641785"
"31040000","-0.9333334366480509","-0.9333334366480509","-0.9333334366480509"
"31104000","-0.46666670093933743","-0.46666670093933743","-0.46666670093933743"
"31168000","-0.936666656906406","-0.936666656906406","-0.936666656906406"
"31232000","-1.1399999658266704","-1.1399999658266704","-1.1399999658266704"
"31296000","-0.5066667000452677","-0.5066667000452677","-0.5066667000452677"
"31360000","-0.7099999785423279","-0.7099999785423279","-0.7099999785423279"
"31424000","-0.36666667461395264","-0.36666667461395264","-0.36666667461395264"
"31488000","-0.9266666372617086","-0.9266666372617086","-0.9266666372617086"
"31552000","-1.1133333916465442","-1.1133333916465442","-1.1133333916465442"
"31616000","-0.5500000019868215","-0.5500000019868215","-0.5500000019868215"
"31680000","-1.09333332379659","-1.09333332379659","-1.09333332379659"
"31744000","-0.16666658719380698","-0.16666658719380698","-0.16666658719380698"
